Payroll,Revenue,
1717300,281139,"{Payroll:1717300,Revenue:281139},"
2573940,280929,"{Payroll:2573940,Revenue:280929},"
2414009,280704,"{Payroll:2414009,Revenue:280704},"
2174078,280673,"{Payroll:2174078,Revenue:280673},"
4605720,280282,"{Payroll:4605720,Revenue:280282},"
1967470,280179,"{Payroll:1967470,Revenue:280179},"
1952529,280176,"{Payroll:1952529,Revenue:280176},"
1952529,280176,"{Payroll:1952529,Revenue:280176},"
2234409,280107,"{Payroll:2234409,Revenue:280107},"
1225120,280030,"{Payroll:1225120,Revenue:280030},"
1225120,280030,"{Payroll:1225120,Revenue:280030},"
988450,280019,"{Payroll:988450,Revenue:280019},"
988450,280019,"{Payroll:988450,Revenue:280019},"
988450,280019,"{Payroll:988450,Revenue:280019},"
988450,280019,"{Payroll:988450,Revenue:280019},"
4351112,280006,"{Payroll:4351112,Revenue:280006},"
2109889,279939,"{Payroll:2109889,Revenue:279939},"
2109889,279939,"{Payroll:2109889,Revenue:279939},"
2726706,279883,"{Payroll:2726706,Revenue:279883},"
2726706,279883,"{Payroll:2726706,Revenue:279883},"
1751379,279539,"{Payroll:1751379,Revenue:279539},"
1450825,279461,"{Payroll:1450825,Revenue:279461},"
1340544,279371,"{Payroll:1340544,Revenue:279371},"
1150574,279055,"{Payroll:1150574,Revenue:279055},"
2201582,279034,"{Payroll:2201582,Revenue:279034},"
2856076,279034,"{Payroll:2856076,Revenue:279034},"
2009260,278900,"{Payroll:2009260,Revenue:278900},"
2742825,278726,"{Payroll:2742825,Revenue:278726},"
1927879,278413,"{Payroll:1927879,Revenue:278413},"
2577216,278112,"{Payroll:2577216,Revenue:278112},"
2577216,278112,"{Payroll:2577216,Revenue:278112},"
2659528,278078,"{Payroll:2659528,Revenue:278078},"
1202010,278019,"{Payroll:1202010,Revenue:278019},"
1202010,278019,"{Payroll:1202010,Revenue:278019},"
1433016,277995,"{Payroll:1433016,Revenue:277995},"
1778383,277866,"{Payroll:1778383,Revenue:277866},"
28485566,277735,"{Payroll:28485566,Revenue:277735},"
28485566,277735,"{Payroll:28485566,Revenue:277735},"
2242381,277620,"{Payroll:2242381,Revenue:277620},"
1721386,277504,"{Payroll:1721386,Revenue:277504},"
2567521,277437,"{Payroll:2567521,Revenue:277437},"
1184763,277363,"{Payroll:1184763,Revenue:277363},"
1980764,277325,"{Payroll:1980764,Revenue:277325},"
1430969,277313,"{Payroll:1430969,Revenue:277313},"
1657768,277266,"{Payroll:1657768,Revenue:277266},"
1903167,276723,"{Payroll:1903167,Revenue:276723},"
1529446,276520,"{Payroll:1529446,Revenue:276520},"
1409449,276443,"{Payroll:1409449,Revenue:276443},"
2343699,275986,"{Payroll:2343699,Revenue:275986},"
2254465,275915,"{Payroll:2254465,Revenue:275915},"
966511,275823,"{Payroll:966511,Revenue:275823},"
1501585,275809,"{Payroll:1501585,Revenue:275809},"
3935353,275734,"{Payroll:3935353,Revenue:275734},"
1780480,275651,"{Payroll:1780480,Revenue:275651},"
3098940,275467,"{Payroll:3098940,Revenue:275467},"
6.00E+05,275261,"{Payroll:600000,Revenue:275261},"
6.00E+05,275261,"{Payroll:600000,Revenue:275261},"
6.00E+05,275261,"{Payroll:600000,Revenue:275261},"
940760,275219,"{Payroll:940760,Revenue:275219},"
2128653,275120,"{Payroll:2128653,Revenue:275120},"
990914,274645,"{Payroll:990914,Revenue:274645},"
990914,274645,"{Payroll:990914,Revenue:274645},"
2469270,274549,"{Payroll:2469270,Revenue:274549},"
2469270,274549,"{Payroll:2469270,Revenue:274549},"
1037890,274506,"{Payroll:1037890,Revenue:274506},"
1192958,274436,"{Payroll:1192958,Revenue:274436},"
1926926,274334,"{Payroll:1926926,Revenue:274334},"
1926926,274334,"{Payroll:1926926,Revenue:274334},"
2546443,274296,"{Payroll:2546443,Revenue:274296},"
1322738,274097,"{Payroll:1322738,Revenue:274097},"
5101861,274083,"{Payroll:5101861,Revenue:274083},"
5101861,274083,"{Payroll:5101861,Revenue:274083},"
3340292,273868,"{Payroll:3340292,Revenue:273868},"
3340292,273868,"{Payroll:3340292,Revenue:273868},"
520150,273762,"{Payroll:520150,Revenue:273762},"
2863380,273536,"{Payroll:2863380,Revenue:273536},"
1327688,273436,"{Payroll:1327688,Revenue:273436},"
833501,273322,"{Payroll:833501,Revenue:273322},"
810892,273172,"{Payroll:810892,Revenue:273172},"
4264736,273083,"{Payroll:4264736,Revenue:273083},"
3797676,272910,"{Payroll:3797676,Revenue:272910},"
973610,272765,"{Payroll:973610,Revenue:272765},"
973610,272765,"{Payroll:973610,Revenue:272765},"
1081068,272532,"{Payroll:1081068,Revenue:272532},"
1081068,272532,"{Payroll:1081068,Revenue:272532},"
1889452,272519,"{Payroll:1889452,Revenue:272519},"
1806530,272488,"{Payroll:1806530,Revenue:272488},"
1411957,272463,"{Payroll:1411957,Revenue:272463},"
1460646,272430,"{Payroll:1460646,Revenue:272430},"
2289657,271453,"{Payroll:2289657,Revenue:271453},"
3629013,271136,"{Payroll:3629013,Revenue:271136},"
4494769,271077,"{Payroll:4494769,Revenue:271077},"
4494769,271077,"{Payroll:4494769,Revenue:271077},"
1483321,271040,"{Payroll:1483321,Revenue:271040},"
1483321,271040,"{Payroll:1483321,Revenue:271040},"
610753,270880,"{Payroll:610753,Revenue:270880},"
610753,270880,"{Payroll:610753,Revenue:270880},"
610753,270880,"{Payroll:610753,Revenue:270880},"
2958945,270712,"{Payroll:2958945,Revenue:270712},"
1893116,270702,"{Payroll:1893116,Revenue:270702},"
1893116,270702,"{Payroll:1893116,Revenue:270702},"
2125483,270691,"{Payroll:2125483,Revenue:270691},"
1896463,270631,"{Payroll:1896463,Revenue:270631},"
2076011,270508,"{Payroll:2076011,Revenue:270508},"
1524368,270442,"{Payroll:1524368,Revenue:270442},"
7521922,270220,"{Payroll:7521922,Revenue:270220},"
1753737,270096,"{Payroll:1753737,Revenue:270096},"
1753737,270096,"{Payroll:1753737,Revenue:270096},"
1255573,270093,"{Payroll:1255573,Revenue:270093},"
1580687,269861,"{Payroll:1580687,Revenue:269861},"
22449348,269691,"{Payroll:22449348,Revenue:269691},"
22449348,269691,"{Payroll:22449348,Revenue:269691},"
2270126,269611,"{Payroll:2270126,Revenue:269611},"
2553841,269395,"{Payroll:2553841,Revenue:269395},"
5089997,269015,"{Payroll:5089997,Revenue:269015},"
5089997,269015,"{Payroll:5089997,Revenue:269015},"
2118306,268997,"{Payroll:2118306,Revenue:268997},"
2118306,268997,"{Payroll:2118306,Revenue:268997},"
2738071,268861,"{Payroll:2738071,Revenue:268861},"
1133553,268836,"{Payroll:1133553,Revenue:268836},"
5699258,268782,"{Payroll:5699258,Revenue:268782},"
5699258,268782,"{Payroll:5699258,Revenue:268782},"
3483695,268480,"{Payroll:3483695,Revenue:268480},"
3483695,268480,"{Payroll:3483695,Revenue:268480},"
1312161,268472,"{Payroll:1312161,Revenue:268472},"
1144746,268425,"{Payroll:1144746,Revenue:268425},"
1144746,268425,"{Payroll:1144746,Revenue:268425},"
1632262,268150,"{Payroll:1632262,Revenue:268150},"
2058190,267720,"{Payroll:2058190,Revenue:267720},"
2195346,267689,"{Payroll:2195346,Revenue:267689},"
642493,267504,"{Payroll:642493,Revenue:267504},"
369638,267493,"{Payroll:369638,Revenue:267493},"
369638,267493,"{Payroll:369638,Revenue:267493},"
6962569,267479,"{Payroll:6962569,Revenue:267479},"
6962569,267479,"{Payroll:6962569,Revenue:267479},"
1556971,267207,"{Payroll:1556971,Revenue:267207},"
1827067,267028,"{Payroll:1827067,Revenue:267028},"
1882493,266616,"{Payroll:1882493,Revenue:266616},"
2057965,266410,"{Payroll:2057965,Revenue:266410},"
1087022,266397,"{Payroll:1087022,Revenue:266397},"
932216,266234,"{Payroll:932216,Revenue:266234},"
932216,266234,"{Payroll:932216,Revenue:266234},"
935669,266177,"{Payroll:935669,Revenue:266177},"
1418447,266143,"{Payroll:1418447,Revenue:266143},"
1418447,266143,"{Payroll:1418447,Revenue:266143},"
2459267,266064,"{Payroll:2459267,Revenue:266064},"
4616450,266025,"{Payroll:4616450,Revenue:266025},"
2301074,266023,"{Payroll:2301074,Revenue:266023},"
2632476,265551,"{Payroll:2632476,Revenue:265551},"
2632476,265551,"{Payroll:2632476,Revenue:265551},"
2441291,265441,"{Payroll:2441291,Revenue:265441},"
4581778,265322,"{Payroll:4581778,Revenue:265322},"
4581778,265322,"{Payroll:4581778,Revenue:265322},"
1671679,265199,"{Payroll:1671679,Revenue:265199},"
1103720,265185,"{Payroll:1103720,Revenue:265185},"
1743624,265005,"{Payroll:1743624,Revenue:265005},"
1743624,265005,"{Payroll:1743624,Revenue:265005},"
1284441,264946,"{Payroll:1284441,Revenue:264946},"
1626975,264568,"{Payroll:1626975,Revenue:264568},"
3289402,264358,"{Payroll:3289402,Revenue:264358},"
2619420,264332,"{Payroll:2619420,Revenue:264332},"
735821,264210,"{Payroll:735821,Revenue:264210},"
2160308,263950,"{Payroll:2160308,Revenue:263950},"
1282810,263663,"{Payroll:1282810,Revenue:263663},"
1316078,263628,"{Payroll:1316078,Revenue:263628},"
1942723,263532,"{Payroll:1942723,Revenue:263532},"
2218955,263503,"{Payroll:2218955,Revenue:263503},"
1136828,262602,"{Payroll:1136828,Revenue:262602},"
1383039,262035,"{Payroll:1383039,Revenue:262035},"
1383039,262035,"{Payroll:1383039,Revenue:262035},"
1275822,262023,"{Payroll:1275822,Revenue:262023},"
9920197,261987,"{Payroll:9920197,Revenue:261987},"
3117865,261955,"{Payroll:3117865,Revenue:261955},"
1246486,261798,"{Payroll:1246486,Revenue:261798},"
6184530,261369,"{Payroll:6184530,Revenue:261369},"
968200,261329,"{Payroll:968200,Revenue:261329},"
968200,261329,"{Payroll:968200,Revenue:261329},"
1041388,261269,"{Payroll:1041388,Revenue:261269},"
961085,261219,"{Payroll:961085,Revenue:261219},"
9722366,261156,"{Payroll:9722366,Revenue:261156},"
1606341,261063,"{Payroll:1606341,Revenue:261063},"
4386284,261028,"{Payroll:4386284,Revenue:261028},"
399945,260861,"{Payroll:399945,Revenue:260861},"
2436776,260589,"{Payroll:2436776,Revenue:260589},"
2436776,260589,"{Payroll:2436776,Revenue:260589},"
816636,260574,"{Payroll:816636,Revenue:260574},"
4123989,260486,"{Payroll:4123989,Revenue:260486},"
10557174,260451,"{Payroll:10557174,Revenue:260451},"
10557174,260451,"{Payroll:10557174,Revenue:260451},"
10552708,260329,"{Payroll:10552708,Revenue:260329},"
10552708,260329,"{Payroll:10552708,Revenue:260329},"
1587177,260148,"{Payroll:1587177,Revenue:260148},"
2628059,260084,"{Payroll:2628059,Revenue:260084},"
4832473,260055,"{Payroll:4832473,Revenue:260055},"
1662015,259995,"{Payroll:1662015,Revenue:259995},"
3308192,259928,"{Payroll:3308192,Revenue:259928},"
5578748,259859,"{Payroll:5578748,Revenue:259859},"
5578748,259859,"{Payroll:5578748,Revenue:259859},"
775569,259856,"{Payroll:775569,Revenue:259856},"
3657705,259690,"{Payroll:3657705,Revenue:259690},"
3712722,259605,"{Payroll:3712722,Revenue:259605},"
1856163,259561,"{Payroll:1856163,Revenue:259561},"
3762072,259555,"{Payroll:3762072,Revenue:259555},"
2875634,259362,"{Payroll:2875634,Revenue:259362},"
2260498,259224,"{Payroll:2260498,Revenue:259224},"
1875629,258966,"{Payroll:1875629,Revenue:258966},"
1438512,258617,"{Payroll:1438512,Revenue:258617},"
2959838,258545,"{Payroll:2959838,Revenue:258545},"
2959838,258545,"{Payroll:2959838,Revenue:258545},"
1631672,258501,"{Payroll:1631672,Revenue:258501},"
3635893,258453,"{Payroll:3635893,Revenue:258453},"
3635893,258453,"{Payroll:3635893,Revenue:258453},"
8720329,258287,"{Payroll:8720329,Revenue:258287},"
8720329,258287,"{Payroll:8720329,Revenue:258287},"
21426910,258198,"{Payroll:21426910,Revenue:258198},"
3510431,258152,"{Payroll:3510431,Revenue:258152},"
2155634,258140,"{Payroll:2155634,Revenue:258140},"
3759547,257816,"{Payroll:3759547,Revenue:257816},"
974463,257813,"{Payroll:974463,Revenue:257813},"
1444541,257376,"{Payroll:1444541,Revenue:257376},"
1444541,257376,"{Payroll:1444541,Revenue:257376},"
2110816,257192,"{Payroll:2110816,Revenue:257192},"
2110816,257192,"{Payroll:2110816,Revenue:257192},"
1119454,257118,"{Payroll:1119454,Revenue:257118},"
880650,256943,"{Payroll:880650,Revenue:256943},"
1162683,256867,"{Payroll:1162683,Revenue:256867},"
1572004,256431,"{Payroll:1572004,Revenue:256431},"
2260929,256430,"{Payroll:2260929,Revenue:256430},"
520379,256360,"{Payroll:520379,Revenue:256360},"
1217328,256352,"{Payroll:1217328,Revenue:256352},"
857328,256263,"{Payroll:857328,Revenue:256263},"
2545234,256161,"{Payroll:2545234,Revenue:256161},"
1346140,255994,"{Payroll:1346140,Revenue:255994},"
22305751,255796,"{Payroll:22305751,Revenue:255796},"
2298555,255790,"{Payroll:2298555,Revenue:255790},"
2483760,255674,"{Payroll:2483760,Revenue:255674},"
4091338,255572,"{Payroll:4091338,Revenue:255572},"
1431735,255424,"{Payroll:1431735,Revenue:255424},"
1381079,255420,"{Payroll:1381079,Revenue:255420},"
628665,255237,"{Payroll:628665,Revenue:255237},"
2097055,255051,"{Payroll:2097055,Revenue:255051},"
2097055,255051,"{Payroll:2097055,Revenue:255051},"
1543614,254956,"{Payroll:1543614,Revenue:254956},"
897908,254714,"{Payroll:897908,Revenue:254714},"
1147440,254698,"{Payroll:1147440,Revenue:254698},"
3081137,254662,"{Payroll:3081137,Revenue:254662},"
1488562,254613,"{Payroll:1488562,Revenue:254613},"
176568,254531,"{Payroll:176568,Revenue:254531},"
176568,254531,"{Payroll:176568,Revenue:254531},"
1073374,254269,"{Payroll:1073374,Revenue:254269},"
3110081,254175,"{Payroll:3110081,Revenue:254175},"
3110081,254175,"{Payroll:3110081,Revenue:254175},"
1984216,253635,"{Payroll:1984216,Revenue:253635},"
1462808,253447,"{Payroll:1462808,Revenue:253447},"
1462808,253447,"{Payroll:1462808,Revenue:253447},"
1462808,253447,"{Payroll:1462808,Revenue:253447},"
1462808,253447,"{Payroll:1462808,Revenue:253447},"
2055922,253372,"{Payroll:2055922,Revenue:253372},"
2055922,253372,"{Payroll:2055922,Revenue:253372},"
1279954,253327,"{Payroll:1279954,Revenue:253327},"
1424926,253234,"{Payroll:1424926,Revenue:253234},"
5225679,253023,"{Payroll:5225679,Revenue:253023},"
1903262,253012,"{Payroll:1903262,Revenue:253012},"
1903262,253012,"{Payroll:1903262,Revenue:253012},"
2879475,252338,"{Payroll:2879475,Revenue:252338},"
2879475,252338,"{Payroll:2879475,Revenue:252338},"
3826227,252315,"{Payroll:3826227,Revenue:252315},"
1111818,252107,"{Payroll:1111818,Revenue:252107},"
4595503,252007,"{Payroll:4595503,Revenue:252007},"
1785140,251757,"{Payroll:1785140,Revenue:251757},"
2190358,251729,"{Payroll:2190358,Revenue:251729},"
2263299,251672,"{Payroll:2263299,Revenue:251672},"
2263299,251672,"{Payroll:2263299,Revenue:251672},"
913853,251576,"{Payroll:913853,Revenue:251576},"
5082398,251308,"{Payroll:5082398,Revenue:251308},"
1269170,251234,"{Payroll:1269170,Revenue:251234},"
2127498,251186,"{Payroll:2127498,Revenue:251186},"
1381464,251034,"{Payroll:1381464,Revenue:251034},"
1381464,251034,"{Payroll:1381464,Revenue:251034},"
4578519,250988,"{Payroll:4578519,Revenue:250988},"
3207586,250899,"{Payroll:3207586,Revenue:250899},"
2318771,250876,"{Payroll:2318771,Revenue:250876},"
2061221,250847,"{Payroll:2061221,Revenue:250847},"
2647636,250817,"{Payroll:2647636,Revenue:250817},"
1961696,250757,"{Payroll:1961696,Revenue:250757},"
1228037,250599,"{Payroll:1228037,Revenue:250599},"
1077554,250408,"{Payroll:1077554,Revenue:250408},"
1486488,250387,"{Payroll:1486488,Revenue:250387},"
1350756,250337,"{Payroll:1350756,Revenue:250337},"
997491,250220,"{Payroll:997491,Revenue:250220},"
1047702,250183,"{Payroll:1047702,Revenue:250183},"
1047702,250183,"{Payroll:1047702,Revenue:250183},"
1047702,250183,"{Payroll:1047702,Revenue:250183},"
986834,249988,"{Payroll:986834,Revenue:249988},"
609191,249844,"{Payroll:609191,Revenue:249844},"
609191,249844,"{Payroll:609191,Revenue:249844},"
4849305,249840,"{Payroll:4849305,Revenue:249840},"
2534439,249822,"{Payroll:2534439,Revenue:249822},"
1168080,249782,"{Payroll:1168080,Revenue:249782},"
1325790,249680,"{Payroll:1325790,Revenue:249680},"
1345425,249595,"{Payroll:1345425,Revenue:249595},"
2104886,249356,"{Payroll:2104886,Revenue:249356},"
2104886,249356,"{Payroll:2104886,Revenue:249356},"
4437310,249246,"{Payroll:4437310,Revenue:249246},"
843628,249168,"{Payroll:843628,Revenue:249168},"
1874553,248853,"{Payroll:1874553,Revenue:248853},"
1819718,248755,"{Payroll:1819718,Revenue:248755},"
1819718,248755,"{Payroll:1819718,Revenue:248755},"
1532820,248752,"{Payroll:1532820,Revenue:248752},"
7564935,248724,"{Payroll:7564935,Revenue:248724},"
7564935,248724,"{Payroll:7564935,Revenue:248724},"
2939462,248571,"{Payroll:2939462,Revenue:248571},"
1548528,248506,"{Payroll:1548528,Revenue:248506},"
5594136,248404,"{Payroll:5594136,Revenue:248404},"
5594136,248404,"{Payroll:5594136,Revenue:248404},"
5594136,248404,"{Payroll:5594136,Revenue:248404},"
1853783,248373,"{Payroll:1853783,Revenue:248373},"
784313,248133,"{Payroll:784313,Revenue:248133},"
1045361,247960,"{Payroll:1045361,Revenue:247960},"
1045361,247960,"{Payroll:1045361,Revenue:247960},"
848725,247576,"{Payroll:848725,Revenue:247576},"
1393339,247345,"{Payroll:1393339,Revenue:247345},"
1393339,247345,"{Payroll:1393339,Revenue:247345},"
1195907,247338,"{Payroll:1195907,Revenue:247338},"
2682069,247298,"{Payroll:2682069,Revenue:247298},"
1876725,247079,"{Payroll:1876725,Revenue:247079},"
1417258,246856,"{Payroll:1417258,Revenue:246856},"
1041456,246831,"{Payroll:1041456,Revenue:246831},"
1740554,246656,"{Payroll:1740554,Revenue:246656},"
1348742,246654,"{Payroll:1348742,Revenue:246654},"
1503057,246569,"{Payroll:1503057,Revenue:246569},"
768051,246376,"{Payroll:768051,Revenue:246376},"
2237863,246354,"{Payroll:2237863,Revenue:246354},"
1910011,246289,"{Payroll:1910011,Revenue:246289},"
1910011,246289,"{Payroll:1910011,Revenue:246289},"
1655300,246194,"{Payroll:1655300,Revenue:246194},"
7459171,246133,"{Payroll:7459171,Revenue:246133},"
829747,245929,"{Payroll:829747,Revenue:245929},"
2566020,245913,"{Payroll:2566020,Revenue:245913},"
1501888,245678,"{Payroll:1501888,Revenue:245678},"
1387292,245661,"{Payroll:1387292,Revenue:245661},"
993782,245426,"{Payroll:993782,Revenue:245426},"
3146621,245411,"{Payroll:3146621,Revenue:245411},"
1503680,245359,"{Payroll:1503680,Revenue:245359},"
1902193,245358,"{Payroll:1902193,Revenue:245358},"
1315184,245283,"{Payroll:1315184,Revenue:245283},"
919149,245043,"{Payroll:919149,Revenue:245043},"
2184747,244866,"{Payroll:2184747,Revenue:244866},"
1339010,244810,"{Payroll:1339010,Revenue:244810},"
1109714,244771,"{Payroll:1109714,Revenue:244771},"
884348,244546,"{Payroll:884348,Revenue:244546},"
884348,244546,"{Payroll:884348,Revenue:244546},"
3442320,244461,"{Payroll:3442320,Revenue:244461},"
1401559,244255,"{Payroll:1401559,Revenue:244255},"
1498049,244246,"{Payroll:1498049,Revenue:244246},"
1538108,244077,"{Payroll:1538108,Revenue:244077},"
774358,244044,"{Payroll:774358,Revenue:244044},"
12718684,243806,"{Payroll:12718684,Revenue:243806},"
2925537,243730,"{Payroll:2925537,Revenue:243730},"
1175592,243529,"{Payroll:1175592,Revenue:243529},"
966699,243285,"{Payroll:966699,Revenue:243285},"
966699,243285,"{Payroll:966699,Revenue:243285},"
2525455,243211,"{Payroll:2525455,Revenue:243211},"
1606468,242528,"{Payroll:1606468,Revenue:242528},"
1256258,242299,"{Payroll:1256258,Revenue:242299},"
838426,242276,"{Payroll:838426,Revenue:242276},"
5562574,242255,"{Payroll:5562574,Revenue:242255},"
1244086,242203,"{Payroll:1244086,Revenue:242203},"
1244086,242203,"{Payroll:1244086,Revenue:242203},"
3667003,242168,"{Payroll:3667003,Revenue:242168},"
3667003,242168,"{Payroll:3667003,Revenue:242168},"
1042749,241790,"{Payroll:1042749,Revenue:241790},"
1585529,241778,"{Payroll:1585529,Revenue:241778},"
1585529,241778,"{Payroll:1585529,Revenue:241778},"
5532816,241609,"{Payroll:5532816,Revenue:241609},"
1340924,241602,"{Payroll:1340924,Revenue:241602},"
1343490,241601,"{Payroll:1343490,Revenue:241601},"
1343490,241601,"{Payroll:1343490,Revenue:241601},"
1015936,241387,"{Payroll:1015936,Revenue:241387},"
773777,241228,"{Payroll:773777,Revenue:241228},"
773777,241228,"{Payroll:773777,Revenue:241228},"
1032814,241072,"{Payroll:1032814,Revenue:241072},"
2179057,241030,"{Payroll:2179057,Revenue:241030},"
2179057,241030,"{Payroll:2179057,Revenue:241030},"
